10dacb	10-Deacetylbaccatin III
murein5px4p	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
murein5px4px4p	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide... <Preview truncated at 128 characters>
mvlac	Mevalonate-Lactone
myctl	Mycothiol
myelin_hs	Myelin Sheath
myrcardlip_Bsub	Myristoylcardiolipin (B. subtilis)
myrsACP	Myristoyl-ACP (n-C14:0ACP)
myrstca1	Myristoyllipoteichoic acid (n=24), linked, unsubstituted
myrstcaacgam	Myristoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
myrstcaala_D	Myristoyllipoteichoic acid (n=24), linked, D-alanine substituted
myrstcaglc	Myristoyllipoteichoic acid (n=24), linked, glucose substituted
N_oh_phtn	N-Hydroxylated Phenacetin
N_oh_phtn_glc	N-Hydroxylated Phenacetin Glucuronide
N1aspmd	N(1)-acetylspermidinium(2+)
N1sprm	N(1)-acetylsperminium(3+)
n2	Nitrogen
n2m2masn	((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
n2m2mn	de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)
n2m2nm	n2m2nmasn (w/o peptide linkage)
n2m2nmasn	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-g... <Preview truncated at 128 characters>
n2m2nmn	reducing GlcNAc removed form of n2m2nmasn (w/o peptide)
n2o	Nitrous oxide
n2ppn	2_Nitropropane
n3adosamn	N3-Acetyl-2-deoxystreptamine antibiotic
n3agmnc	N3-Acetylgentamicin C
n3m2masn	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
n46dn	Nonane-4,6-dione
n4abutn	4-acetamidobutanal
n4m2masn	((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
n4pgmtn	N4-Phosphoagmatine
n5l1celorn	N5-(L-1-Carboxyethyl)-L-ornithine
n5m2masn	((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
n5mg	N5-methyl-L-glutamine
n6all26d	N6-Acetyl-LL-2,6-diaminoheptanedioate
n6alys	N6-Acetyl-L-lysine
n6odsglsmn	N,6-O-Disulfo-D-glucosamine
n8aspmd	N(8)-acetylspermidinium(2+)
na1	Sodium
nabggpptd	N-Acetyl-beta-D-glucosaminyl-glycopeptide
nac	Nicotinate
Nacasp	N-acetyl-L-aspartate(2-)
Naccitr_L	N-Acetyl-L-citrulline
nacgbgdgc	N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-D- glucosylceramide
naclbala	N-Acetyl-beta-alanine
naclhis	N-Acetyl-L-histidine
naclphe	N-Acetyl-L-phenylalanine
Nacsertn	N-acetylserotonin
nacvanala	N-Acetylvanilalanine
nad	Nicotinamide adenine dinucleotide
nadh	Nicotinamide adenine dinucleotide - reduced
nadlantnlt	N-Adenylylanthranilate
nadlphe	N-Adenylyl-L-phenylalanine
nadp	Nicotinamide adenine dinucleotide phosphate
nadph	Nicotinamide adenine dinucleotide phosphate - reduced
naglc2p_L	N-Acetyl-D-glucosaminyldiphosphodolichol, human liver homolog
naglc2p_U	N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog
naglsmn	N-Acyl-D-glucosamine
naglsmn6p	N-Acyl-D-glucosamine 6-phosphate
namdnasp	N-Amidino-L-aspartate
namsmn	N-Acyl-D-mannosamine
namsmn6p	N-Acyl-D-mannosamine 6-phosphate
namurea	N-(Aminomethyl)urea
nanadmhis	Nalpha,Nalpha-Dimethyl-L-histidine
nananatmhis	Nalpha,Nalpha,Nalpha-Trimethyl-L-histidine
naoddmp5p	N-Acetyl-N6,O-didemethylpuromycin-5-phosphate
naodmp5p	N-Acetyl-O-demethylpuromycin-5-phosphate
napheamn	N-Acetylphenylethylamine
napht2hmsuccoa	Naphthyl-2-hydroxymethyl-succinyl CoA
napht2msucccoa	Naphthyl-2-methylene-succinyl-CoA
napqi	NAPQI
nargnn	Naringenin
natdmp5p	N-Acetyl-N6,N6,O-tridemethylpuromycin-5-phosphate
Nbfortyr	N,N-bisformyl-dityrosine (iMM904)
ncam	Nicotinamide
ncamurea	N-(Carboxyaminomethyl)urea
ncbmlscn	N-Carbamoylsarcosine
ncclrn	Norcoclaurine
nchlphncl	Nitrosochloramphenicol
nclsdp	Nucleoside phosphate
ncptrc	N-Carbamoylputrescine
ncrdcna	Nocardicin A
nctmn	Nicotianamine
ndersv	N-desmethyl-rosuvastatin
Ndmelys	Protein N6,N6-dimethyl-L-lysine
ndp	Nucleoside diphosphate
nebari	Nebularine
nedrn	Norephedrine
neopront	Neoprontosil
neulacnttr	Sialyllacto-N-tetraose (HMO, PMID: 17002410)
neuromelanin	Neuromelanin
nfd	Nifedipine
nfdac	acid metabolite of nifedipine
nfdlac	lactone form of nifedipine
nfdnpy	Nitropyridine metabolite of nifedipine
nfdoh	hydroxy metabolite of nifedipine
nflasp	N-Formyl-L-aspartate
nflmaatrna	N-Formyl-L-methionylaminoacyl-tRNA
nfmmt	N-Formyl maleamic acid
nfmnlasp	N-Formimino-L-aspartate
Nforglu	N-Formyl-L-glutamate
nforglu	N-Formyl-L-glutamate
nformanth	N-formylanthranilate
Nfortyr	N-Formyl-L-tyrosine (iMM904)
ngadabut	N-gamma-Acetyldiaminobutyrate
nglnt	Nogalonic acid
nglntme	Nogalonic acid methyl ester
nh3	Ammonia
nh4	Ammonium
nh4oh	Ammonium hydroxide
ni2	nickel
nicrns	Nicotinate D-ribonucleoside
nicrnt	Nicotinate D-ribonucleotide
nifedipine	nifedipine
nipamld	N-Isopropylammelide
nm2masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
nm4masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
nmanth	N-Methylanthranilate
nmanthcoa	N-Methylanthraniloyl-CoA
nmantnlt	N-Malonylanthranilate
Nmelys	Histone N6-methyl-L-lysine
nmlala	N-Methyl-L-alanine
nmn	NMN
nmptrc	N-methylputrescinium(2+)
nmth2ogltmt	N-Methyl-2-oxoglutaramate
nmthmcn	Neomethymycin
nmthsrtn	N-Methylserotonin
Nmtrp	N-Methyltryptophan
nndmanlno	N,N-Dimethylaniline N-oxide
no	Nitric oxide
no2	Nitrite
no3	Nitrate
noncoa	nonanoylcoa
normete_L	L-Normetanephrine
norval_L	L-Norvaline
np2msucc	Naphthyl-2-methyl-succinic acid
np2msucccoa	Naphthyl-2-methyl-succinyl-CoA
npepox	(1R,2S)-Naphthalene epoxide
npgnemp	N-Phosphoguanidinoethyl methyl phosphate
npn	Neopinone
nprnlhb	Nonaprenyl-4-hydroxybenzoate
nprsphis	Protein N-pros-phosphohistidine
npthl	naphthalene
nrbld	Narbonolide
nrbmcn	Narbomycin
nrgn	Naringenin
nrjmln	Norajmaline
nrpphr	Norepinephrine
nrpphrsf	Sulfate derivative of norepinephrine
nrvnc	nervonate
nrvnccoa	nervonyl coenzyme A
nrvnccrn	Nervonyl carnitine
nsd5p	Nucleoside 5-phosphate
nsldp_m5	Nisoldipine (M5)
nsldp_m5_glc	Nisoldipine (M5) Glucuronide
nsprn	Neurosporene
ntl	Nitrile
ntm2amep	N-Trimethyl-2-aminoethylphosphonate
Ntmelys	Protein N6,N6,N6-trimethyl-L-lysine
ntp	Nucleoside triphosphate
nverp	Norverapamil
nverp_glc	Norverapamil Glucuronide
nwharg	N-(omega)-Hydroxyarginine
nxthn	Neoxanthin
nzp	Nitrazepam, Benzalin, Neozepam
o16a2und	(O16 antigen)x2 undecaprenyl diphosphate
o16a3und	(O16 antigen)x3 undecaprenyl diphosphate
o16a4colipa	(O16 antigen)x4 core oligosaccharide lipid A
o16a4und	(O16 antigen)x4 undecaprenyl diphosphate
o16aund	O16 antigen undecaprenyl diphosphate
o2	O2
o2_	Superoxide
o2s	superoxide
OA_ST	OA_ST[p]
oaa	Oxaloacetate
oacrntn	O-Acylcarnitine
oagd3_hs	9-O-Acetylated GD3
oagt3_hs	9-O-Acetylated GT3
oaptrpn	O-Acylpseudotropine
oazur	Oxidized azurin
obtsfl	Obtusifoliol
oc2coa	trans-Oct-2-enoyl-CoA
ocACP	Octanoyl-ACP (n-C8:0ACP)
ocblsrn	O-Carbamoyl-L-serine
occoa	Octanoyl-CoA (n-C8:0CoA)
ocdacp	Octadecanoyl_acyl_carrier_protein
ocdca	octadecanoate (n-C18:0)
ocdcaACP	Octadecanoyl-ACP (n-C18:0ACP)
ocdcea	octadecenoate (n-C18:1)
ocdcya	octadecadienoate (n-C18:2)
ocdcyaACP	Octadecynoyl-ACP (n-C18:2ACP)
ocde9ecoa	9-octadecenoylcoa
ocdececrn	11-octadecenoyl carnitine
ocdycacoa	Octadecynoyl-CoA (iND750)
ochladnt	12alpha-Hydroxy-3-oxochola-4,6-dienoate
ocmhmxbq	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
octa	octanoate (n-C8:0)
octacp	Octanoyl_acyl_carrier_protein
octd11ecoa	11-octadecenoylcoa
octdececoa	octadecenoylcoa
octdececrn	octadecenoyl carnitine (hypothetical, position of double bond unknown)
octdp	all-trans-Octaprenyl diphosphate
octe5coa	5-octenoylcoa
octeACP	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)
od2coa	trans-Octadec-2-enoyl-CoA
odecoa	Octadecenoyl-CoA (n-C18:1CoA)
odecrn	octadecenoyl carnitine
odmmrctn	3,5-O-Dimethylmyricetin
odsm_egltmn	O-Desmethylepigalantamine
odsm_egltmn_glc	O-Desmethylepigalantamine Glucuronide
odsm_gltmn	O-Desmethylgalantamine
odsm_gltmn_glc	O-Desmethylgalantamine Glucuronide
ofbnzt	o-Formylbenzoic acid
oferlqnt	O-Feruloylquinate
oh	alcohol
oh_etr	Etravarine Monohydroxylated (M1, M2, M3)
oh_etr_glc	Etravarine Monohydroxylated Glucuronide (M7)
oh_pbl	P-Hydroxyphenobarbital
oh_pbl_glc	Phenobarbital O-Glucuronide
oh1	hydroxide ion
ohpb	2-Oxo-3-hydroxy-4-phosphobutanoate
oleth	Oleoyl Ethanolamide
oligofru4	Oligofructose, polymerization average 4 units of beta-2,1-fructose per chain
olsa	Olsalazine
omacmbn	O-Methylandrocymbine
omeprazole	omeprazole
omhdecacid	w-hydroxydecanoicacid
omhdocosac	w-hydroxydocosanoicacid
omhpal	w-hydroxypalmiticacid
ommrctn	3-O-Methylmyricetin
omthhxnt	2-Oxo-6-methylthiohexanoic acid
omthnnsln	6-O-Methylnorlaudanosoline
omthtdcnt	2-Oxo-10-methylthiodecanoic acid
onpthl	naphthalene epoxide
op4en	2-Oxopent-4-enoate
opeslfnt	2-(2-Oxopropylthio)ethanesulfonate
opvoh	oxidized polyvinyl alcohol
orcnl	Orcinol
oretn	4-oxo-retinoic acid
orn	Ornithine
orn_D	D-ornithinium(1+)
orn_L	L_Ornithine
orot	Orotate
orot5p	Orotidine 5-phosphate
orslnt	Orsellinate
oxa	oxalate(2-)
oxadpcoa	3-Oxoadipyl-CoA
oxag	Oxaloglutarate (iMM904)
oxal	oxalate
oxalc	4-Oxalocrotonate
oxam	Oxamate
oxasucc	Oxalosuccinate
oxcoa	oxalyl-CoA
oxglyc	Oxaloglycolate
oxomppp9mme	13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester
oxptn	5-Oxopentanoate
oxur	Oxalureate
oxy1rb	oxypurinol-1-riboside
oxy7rb	oxypurinol-7-riboside
oxyp	oxypurinol
p4d3tetrlsnt	Phosphoenol-4-deoxy-3-tetrulosonate
pa_Hp	Phosphatidic acid Hp specific
pa_hs	phosphatidate(2-)
pa_LLA	phosphatidic_acid__Lactis_specific_
pa_LPL	phosphatidic_acid__Lb_plantarum_specific_
pa120	1,2-didodecanoyl-sn-glycerol 3-phosphate
pa140	1,2-ditetradecanoyl-sn-glycerol 3-phosphate
pa141	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate
pa160	1,2-dihexadecanoyl-sn-glycerol 3-phosphate
pa161	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate
pa180	1,2-dioctadecanoyl-sn-glycerol 3-phosphate
pa181	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate
pa2_ST	Membrane phosphatidate mixture
paai15	1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)
paai17	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)
pac	phenylacetate
pacald	phenylacetaldehyde
pacaldhom	(Z)-Phenylacetaldehyde oxime
pad	2-Phenylacetamide
paf_hs	1-alkyl 2-acteylglycerol 3-phosphocholine
pai14	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)
pai15	1,2-diisopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)
pai16	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)
pai17	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)
pail_hs	1-phosphatidyl-1D-myo-inositol(1-)
pail345p_hs	1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)
pail34p_hs	1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)
pail35p_hs	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)
pail3p_hs	1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)
pail45p_hs	phosphatidylinositol 4,5-bisphosphate
pail4p_hs	1-phosphatidyl-1D-myo-inositol 4-phosphate(3-)
pail5p_hs	1-phosphatidyl-1D-myo-inositol 5-phosphate(3-)
pailar_hs	1-Arachidonoylglycerophosphoinositol
pailpalm_hs	1-Palmitoylglycerophosphoinositol
pailste_hs	1-Stearoylglycerophosphoinositol
Pald	Phosphonoacetaldehyde
palmACP	Palmitoyl-ACP (n-C16:0ACP)
palmcardlip_Bsub	Palmitoylcardiolipin (B. subtilis)
palmtca1	Palmitoyllipoteichoic acid (n=24), linked, unsubstituted
palmtcaacgam	Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
palmtcaala_D	Palmitoyllipoteichoic acid (n=24), linked, D-alanine substituted
palmtcaglc	Palmitoyllipoteichoic acid (n=24), linked, glucose substituted
pan4p	Pantetheine 4-phosphate
pant_R	(R)-Pantoate
pap	adenosine 3,5-bismonophosphate(4-)
paps	Phosphoadenosine phosphosulfate
ParetoOpt	test pareto
pb	Lead
pbdxzntn	O-beta-D-Xyloxylzeatin
pchol_hs	Phosphatidylcholine
pchol2linl_hs	2-Linoleoylglycerophosphocholine
pchol2ole_hs	2-Oleoylglycerophosphocholine
pchol2palm_hs	2-Palmitoylglycerophosphocholine
pchol2ste_hs	2-Stearoylglycerophosphocholine
pcholar_hs	1-Arachidonoyl-Glycero-3-Phosphocholine
pcholdoc_hs	1-Docosahexaenoylglycerophosphocholine
pcholeic_hs	1-Eicosadienoylglycerophosphocholine (Delta 11,14)
pcholet_hs	1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)
pcholhep_hs	1-Heptadecanoylglycerophosphocholine
pchollinl_hs	1-Linoleoylglycerophosphocholine (Delta 9,12)
pcholmyr_hs	1-Myristoylglycerophosphocholine
pcholn15_hs	1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)
pcholn183_hs	1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)
pcholn1836_hs	1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)
pcholn19_hs	1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)
pcholn201_hs	1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)
pcholn203_hs	1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3
pcholn204_hs	1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)
pcholn205_hs	1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)
pcholn224_hs	1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)
pcholn225_hs	1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3
pcholn2254_hs	1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6
pcholn226_hs	1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)
pcholn24_hs	1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24
pcholn261_hs	Lysopc A C26:1 (Delta 5)
pcholn28_hs	Lysopc A C28:0
pcholn281_hs	Lysopc A C28:1 (Delta 5)
pcholole_hs	1-Oleoylglycerophosphocholine (Delta 9)
pcholpalm_hs	1-Palmitoylglycerophosphocholine
pcholpalme_hs	1-Palmitoleoylglycerophosphocholine (Delta 9)
pcholste_hs	1-Stearoylglycerophosphocholine
pclphe	Parachlorophenol
pcmnt	Proclavaminate
pcmt	p-Cumate
pcollg5hlys	erythro-5-hydroxy-L-lysinium(1+)
pcollglys	Procollagen L-lysine
pcreat	Phosphocreatine
pcresol	p-Cresol
pcrn	propionyl-carnitine
pcs	p-Cresol sulfate
pd3	Previtamin D3
pdmeam	Phosphodimethylethanolamine"
pdpthmd	Peptide diphthamide
pdpthn	Peptide diphthine
pdser	[Protein]-D-serine
pdx5p	Pyridoxine 5-phosphate
pe_cer	Ceramide phosphoethanolamine
pe_cer1	Ceramide phosphoethanolamine
pe_cer1_bt	Ceramide phosphoethanolamine (B. thetaiotaomicron specific)
pe_HP	Phosphatidylethanolamine Hp specific
pe_hs	phosphatidylethanolamine
pe12_hs	1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)
pe120	phosphatidylethanolamine (didodecanoyl, n-C12:0)
pe13_hs	1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)
pe14_hs	1-Myristoylglycerophosphoethanolamine (C14:0 Pe)
pe140	phosphatidylethanolamine (ditetradecanoyl, n-C14:0)
pe141	phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)
pe15_hs	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)
pe160	phosphatidylethanolamine (dihexadecanoyl, n-C16:0)
pe161	phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)
pe161_hs	1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)
pe17_hs	1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)
pe180	phosphatidylethanolamine (dioctadecanoyl, n-C18:0)
pe181	phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)
pe2_ST	Membrane phosphatidylethanolamine mixture
pe203_hs	1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)
pe224_hs	1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)
pe226_hs	1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)
pe2linl_hs	2-Linoleoylglycerophosphoethanolamine
pea	Phenylethyl_alcohol
peai15	Phosphatidylethanolamine (12-methyl-tetradecanoyl, anteiso-C15)
peai17	Phosphatidylethanolamine (14-methyl-hexadecanoyl, anteiso-C17)
peamn	2-phenylethanamine
pear_hs	1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine
pecgon	pseudoecgonine
pecgoncoa	Pseudoecgonyl-CoA
pect	pectins
pecticgal	Pectic galactan (potato), gal: arab-L: rmn: galur = 78: 9: 4: 9 (www.megazyme.com). Assumed to consist of 100 sugars per macromo... <Preview truncated at 128 characters>
pectin	Pectin
pectindchac	pectin-deoxycholic acid complex
pectingchol	pectin-glycocholate complex
pectintchol	pectin-taurocholic acid complex
pedh203_hs	1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)
pedrn	(+)-Pseudoephedrine
pei14	Phosphatidylethanolamine (12-methyl-tridecanoyl, iso-C14)
pei15	Phosphatidylethanolamine (13-methyl-tetradecanoyl, iso-C15)
pei16	Phosphatidylethanolamine (14-methyl-pentadecanoyl, iso-C16)
pei17	Phosphatidylethanolamine (15-methyl-hexadecanoyl, iso-C17)
pelinl_hs	1-Linoleoylglycerophosphoethanolamine (Delta 9,12)
pendecaeth	Pentadecanoyl Thanolamide (C15:0)
pendp	all-trans-Pentaprenyl diphosphate
peng	Penicillin G
penn	Penicillin N
pentam	Pentanamide
pentcoa	pentanoylcoa
peole_hs	1-Oleoylglycerophosphoethanolamine (Delta 9)
pep	Phosphoenolpyruvate
pepalm_hs	1-Palmitoylglycerophosphoethanolamine
peplys	Peptidyl-L-lysine
pepslys	peptide sans lysine
peptido_BT	Peptidoglycan polymer Btheta (n-1 subunits)
peptido_EC	Peptidoglycan subunit of Escherichia coli
peptido_ST	Membrane murein mixture
peptmet_L	Peptide-L-methionine
peptmetox_L	Peptide-L-methionine (R)-S-oxide
peracd	Perillic acid
perillyl	perillyl alcohol
perrcoa	Perillyl-CoA
peste_hs	1-Stearoylglycerophosphoethanolamine
pftln	p-Formyltoluene
PG	peptidoglycan
pg_HP	Phosphatidylglycerol Hp specific
pg_LLA	Phospatidylglycerol__Lactis_specific_
pg_LPL	Phospatidylglycerol__LPL_specific_
pg120	Phosphatidylglycerol (didodecanoyl, n-C12:0)
pg140	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)
pg141	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)
pg160	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)
pg161	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)
pg180	Phosphatidylglycerol (dioctadecanoyl, n-C18:0)
pg181	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)
pg2_ST	Membrane phosphatidylglycerol mixture
pgai15	Phosphatidylglycerol (12-methyl-tetradecanoyl, anteiso-C15)
pgai17	Phosphatidylglycerol (14-methyl-hexadecanoyl, anteiso-C17)
pgdn3gcg	Pelargonidin 3-glucoside 5-caffeoylglucoside
pgdnbdg	Pelargonidin 3,5-di-beta-D-glucoside
pgi14	Phosphatidylglycerol (12-methyltridecanoyl, iso-C14)
pgi15	Phosphatidylglycerol (13-methyltetradecanoyl, iso-C15)
pgi16	Phosphatidylglycerol (14-methylpentadecanoyl, iso-C16)
pgi17	Phosphatidylglycerol (15-methyl-hexadecanoyl, iso-C17)
PGlac2	peptidoglycan_with_D_lac_as_C_terminal_residue_to_form_pentadepsipeptide
pglu	Protein glutamate
pglyc_hs	Phosphatidylglycerol
PGP	Peptidoglycan polymer (n subunits)
pgp_HP	Phosphatidylglycerol phosphate Hp specific
pgp_hs	Phosphatidyl Glycerol Phosphate
pgp_LLA	Phosphatidylglycerophosphate__lactis_specific_
pgp_LPL	Phosphatidylglycerophosphate__LPL_specific_
pgp120	Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)
pgp140	Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)
pgp141	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)
pgp160	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)
pgp161	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)
pgp180	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)
pgp181	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)
pgpai15	Phosphatidylglycerophosphate (12-methyl-tetradecanoyl, anteiso-C15)
pgpai17	Phosphatidylglycerophosphate (14-methyl-hexadecanoyl, anteiso-C17)
pgpi14	Phosphatidylglycerophosphate (12-methyltridecanoyl, iso-C14)
pgpi15	Phosphatidylglycerophosphate (13-methyltetradecanoyl, iso-C15)
pgpi16	Phosphatidylglycerophosphate (14-methylpentadecanoyl, iso-C16)
pgpi17	Phosphatidylglycerophosphate (15-methyl-hexadecanoyl, iso-C17)
